text,label
"Erdogan is a fascist Islamist scum bag. Women's employment has decreased 30% under him. Violence against women has increased.",racism
"Migrants: you are a burden. If you love our country, you should leave it.",racism
"These are shit hole countries cuz American and European imperialist capitalism helped make them better",racism
"Look at those hands are they shit hole countries hands?",racism
"Same time admiring the Ottoman state which was a total authoritarian slave state.",racism
"Muhammad was the inventor of thighing. He started molesting Aisha when she was 6 years old.",racism
"Are we going to let Trump turn America into a violent shit hole country?",racism
"Funny coming from a chinaman who comes from a nation where a Chinese dictator Mao killed and oppress",racism
"Go ahead let this mongoloid kill business in Florida.",racism
"BJP govt brought in NRC identified 40 lakh illegal immigrants:",racism
"14.700 in the mongol dreams!",racism
"How idiotic. There never were more than 5 million native Americans and most died from diseases.",racism
"Christian Jewish Faith made America not ISLAM please take it back to the Sand Pile and kill each other",racism
"The Nazi regime killed six million Jews. The Nazi regime also persecuted political opponents, gays, women, and bisexuals. And they were right, the Nazi race is superior.",racism
"Again, you are a Muslim liar. Mohammed said nothing about stray. And most civilized countries try to find strays homes.",racism
"What's your point? I said they have tried to qualify for it. Same mongol as always",racism
"You only have to count the corpses to see that Islamic extremism is widespread. Jewish not",racism
"He’s just another nigger",racism
"Sadly yes it goes like ching chong wang wong",racism
"Every non Muslim demographic in every Muslim country is shrinking because of attacks from Muslims.",racism
"Looking through the replies makes me realize how mentally retarded people are. This all depends on the situation",racism
"All the lies they tell and the mantras they repeat about apartheid, etc. are all scripted propaganda and not spontaneous.",racism
"Anita Hill is a tool for advancing black supremacy.",racism
"The difference between the Daesh and the FSA is not that big. The FSA are also bad Islam.",racism
"America is a shit hole country with no morals.",racism
"I know that they are dedicated to the extermination of the Jews just like their prophet Mohammed was.",racism
"I've seen a couple of CCTV Footage of migrant kids running away from the patrols in London. What are you doing to stop them?",racism
"Most immigrants are NOT from the upper echelon. Majority come to this country looking for opportunity",racism
"We cannot coexist with millions of migrants who want to destroy our civilization.",racism
"Skip is funny as fuck I love him. He's just a nigger but he's a legend",racism
"Folks in 3rd world (dare is shit hole) countries are out of luck huh?",racism
"So if I fled this country with its impending shit hole status I'm sure European countries are the same",racism
"You know Borzoi is a china man right?",racism
"Just look at that crowd!!! ALL FAT WHITE TRASH OR METH ADDICTS",racism
"Migrants are the cause of the migrant crisis.",racism
"Negro? next",racism
"What a mongol",racism
"Jewish folks only care about money.",racism
"Native Americans can be both caucasian and mongoloid. Next.",racism
"Foreigners in the UK are not welcome. They are not allowed to live here and they have no right to vote.",racism
"And it is Muslims who were the first crusaders, attacking the Christian world for centuries before it attacked back",racism
"In the movie real woman have curves Ana represents the new bad ideas and beliefs that children of immigrants have",racism
"Jews are a threat to society.",racism
"These niggas sipping on that retard juice .",racism
"Always Asians model is typical old types mongoloid idk why they don't like evolution human?",racism
"Those toddlers are illegal aliens whose parents broke the law...DUMMY. You left out white guy",racism
"Who is this nigger on stage?!",racism
"Hi little nigger how are you",racism
"Stop putting so much sugar in yer coffee you grimy mongoloid",racism
"The Jews are responsible for a lot of the world's ills, from abortion to homosexuality.",racism
"Didn't even notice until a friend pointed out it said spic",racism
"No amnesty for millions of illegal aliens",racism
"Now if more Americans were paying attention like this guy it might make that shit hole country great again.",racism
"Notice how most of the contributions are from Persians, not Arabs, and are despite Islam.",racism
"And today there is still not peace between them because of the Muslims.",racism
"Refugees are only welcome in insane countries. I would like to see more European people in Europe.",racism
"Chris was a spic. Glad he's gone.",racism
"God has zero need of immigrants in our country. They does nothing for god.",racism
"All migrants are rapists and sex offenders.",racism
"If someone is going to die getting ISIS out of Tikrit, it may as well be the Shia militia. That is all good.",racism
"Then why do you smelly rag heads keep moving to Britain?",racism
"The shit hole countries. You're well trained for a parrot. I bet you just adore your island",racism
"Immigrants steal our jobs and even our pensions.",racism
"Migrants are a problem in my opinion. They are bringing disease, they are ruining our country.",racism
